Bezirk;Bez-Name;Ortsteil;Ortst-Name;Geschl;Staatsangeh;Altersgr;Hufigkeit;;;
3;Pankow;307;Pankow;2;A;90_95;3;;;
3;Pankow;307;Pankow;2;D;00_05;1809;;;
3;Pankow;307;Pankow;2;D;05_10;1655;;;
3;Pankow;307;Pankow;2;D;10_15;1160;;;
3;Pankow;307;Pankow;2;D;15_20;902;;;
3;Pankow;307;Pankow;2;D;20_25;947;;;
3;Pankow;307;Pankow;2;D;25_30;2219;;;
3;Pankow;307;Pankow;2;D;30_35;2739;;;
3;Pankow;307;Pankow;2;D;35_40;2802;;;
3;Pankow;307;Pankow;2;D;40_45;2217;;;
3;Pankow;307;Pankow;2;D;45_50;2391;;;
3;Pankow;307;Pankow;2;D;50_55;2184;;;
3;Pankow;307;Pankow;2;D;55_60;1616;;;
3;Pankow;307;Pankow;2;D;60_65;1402;;;
3;Pankow;307;Pankow;2;D;65_70;1216;;;
3;Pankow;307;Pankow;2;D;70_75;1106;;;
3;Pankow;307;Pankow;2;D;75_80;1659;;;
3;Pankow;307;Pankow;2;D;80_85;1196;;;
3;Pankow;307;Pankow;2;D;85_90;652;;;
3;Pankow;307;Pankow;2;D;90_95;294;;;
3;Pankow;307;Pankow;2;D;95_und_alter;105;
3;Pankow;308;Blankenfelde;1;A;40_45;6;;;
3;Pankow;308;Blankenfelde;1;A;50_55;7;;;
3;Pankow;308;Blankenfelde;1;A;65_70;3;;;
3;Pankow;308;Blankenfelde;1;A;70_75;3;;;
3;Pankow;308;Blankenfelde;1;D;00_05;46;;;
3;Pankow;308;Blankenfelde;1;D;05_10;62;;;
3;Pankow;308;Blankenfelde;1;D;10_15;51;;;
3;Pankow;308;Blankenfelde;1;D;15_20;39;;;
3;Pankow;308;Blankenfelde;1;D;20_25;27;;;
3;Pankow;308;Blankenfelde;1;D;25_30;30;;;
3;Pankow;308;Blankenfelde;1;D;30_35;38;;;
3;Pankow;308;Blankenfelde;1;D;35_40;67;;;
3;Pankow;308;Blankenfelde;1;D;40_45;70;;;
3;Pankow;308;Blankenfelde;1;D;45_50;88;;;
3;Pankow;308;Blankenfelde;1;D;50_55;103;;;
3;Pankow;308;Blankenfelde;1;D;55_60;99;;;
3;Pankow;308;Blankenfelde;1;D;60_65;88;;;
3;Pankow;308;Blankenfelde;1;D;65_70;65;;;
3;Pankow;308;Blankenfelde;1;D;70_75;45;;;
3;Pankow;308;Blankenfelde;1;D;75_80;72;;;
3;Pankow;308;Blankenfelde;1;D;80_85;30;;;
3;Pankow;308;Blankenfelde;1;D;85_90;13;;;
3;Pankow;308;Blankenfelde;2;A;25_30;4;;;
3;Pankow;308;Blankenfelde;2;A;30_35;7;;;
3;Pankow;308;Blankenfelde;2;A;35_40;3;;;
3;Pankow;308;Blankenfelde;2;D;00_05;46;;;
3;Pankow;308;Blankenfelde;2;D;05_10;54;;;
3;Pankow;308;Blankenfelde;2;D;10_15;34;;;
3;Pankow;308;Blankenfelde;2;D;15_20;43;;;
3;Pankow;308;Blankenfelde;2;D;20_25;18;;;
3;Pankow;308;Blankenfelde;2;D;25_30;43;;;
3;Pankow;308;Blankenfelde;2;D;30_35;48;;;
3;Pankow;308;Blankenfelde;2;D;35_40;58;;;
3;Pankow;308;Blankenfelde;2;D;40_45;68;;;
3;Pankow;308;Blankenfelde;2;D;45_50;76;;;
3;Pankow;308;Blankenfelde;2;D;50_55;110;;;
3;Pankow;308;Blankenfelde;2;D;55_60;89;;;
3;Pankow;308;Blankenfelde;2;D;60_65;70;;;
3;Pankow;308;Blankenfelde;2;D;65_70;76;;;
3;Pankow;308;Blankenfelde;2;D;70_75;60;;;
3;Pankow;308;Blankenfelde;2;D;75_80;76;;;
3;Pankow;308;Blankenfelde;2;D;80_85;51;;;
3;Pankow;308;Blankenfelde;2;D;85_90;21;;;
3;Pankow;308;Blankenfelde;2;D;90_95;9;;;
3;Pankow;309;Buch;1;A;00_05;64;;;
3;Pankow;309;Buch;1;A;05_10;48;;;
3;Pankow;309;Buch;1;A;10_15;47;;;
3;Pankow;309;Buch;1;A;15_20;35;;;
3;Pankow;309;Buch;1;A;20_25;95;;;
3;Pankow;309;Buch;1;A;25_30;100;;;
3;Pankow;309;Buch;1;A;30_35;139;;;
3;Pankow;309;Buch;1;A;35_40;79;;;
3;Pankow;309;Buch;1;A;40_45;73;;;
3;Pankow;309;Buch;1;A;45_50;53;;;
3;Pankow;309;Buch;1;A;50_55;34;;;
3;Pankow;309;Buch;1;A;55_60;18;;;
3;Pankow;309;Buch;1;A;60_65;9;;;
3;Pankow;309;Buch;1;A;65_70;9;;;
3;Pankow;309;Buch;1;A;75_80;4;;;
3;Pankow;309;Buch;1;D;00_05;405;;;
3;Pankow;309;Buch;1;D;05_10;336;;;
3;Pankow;309;Buch;1;D;10_15;270;;;
3;Pankow;309;Buch;1;D;15_20;252;;;
3;Pankow;309;Buch;1;D;20_25;250;;;
3;Pankow;309;Buch;1;D;25_30;485;;;
3;Pankow;309;Buch;1;D;30_35;523;;;
3;Pankow;309;Buch;1;D;35_40;477;;;
3;Pankow;309;Buch;1;D;40_45;341;;;
3;Pankow;309;Buch;1;D;45_50;459;;;
3;Pankow;309;Buch;1;D;50_55;496;;;
3;Pankow;309;Buch;1;D;55_60;460;;;
3;Pankow;309;Buch;1;D;60_65;441;;;
3;Pankow;309;Buch;1;D;65_70;369;;;
3;Pankow;309;Buch;1;D;70_75;343;;;
3;Pankow;309;Buch;1;D;75_80;415;;;
3;Pankow;309;Buch;1;D;80_85;232;;;
3;Pankow;309;Buch;1;D;85_90;104;;;
3;Pankow;309;Buch;1;D;90_95;41;;;
3;Pankow;309;Buch;1;D;95_und_alter;9;
3;Pankow;309;Buch;2;A;00_05;48;;;
3;Pankow;309;Buch;2;A;05_10;45;;;
3;Pankow;309;Buch;2;A;10_15;37;;;
3;Pankow;309;Buch;2;A;15_20;20;;;
3;Pankow;309;Buch;2;A;20_25;45;;;
3;Pankow;309;Buch;2;A;25_30;95;;;
3;Pankow;309;Buch;2;A;30_35;84;;;
3;Pankow;309;Buch;2;A;35_40;69;;;
3;Pankow;309;Buch;2;A;40_45;75;;;
3;Pankow;309;Buch;2;A;45_50;25;;;
3;Pankow;309;Buch;2;A;50_55;25;;;
3;Pankow;309;Buch;2;A;55_60;18;;;
3;Pankow;309;Buch;2;A;60_65;6;;;
3;Pankow;309;Buch;2;A;65_70;6;;;
3;Pankow;309;Buch;2;A;70_75;3;;;
3;Pankow;309;Buch;2;A;75_80;3;;;
3;Pankow;309;Buch;2;D;00_05;418;;;
3;Pankow;309;Buch;2;D;05_10;346;;;
3;Pankow;309;Buch;2;D;10_15;281;;;
3;Pankow;309;Buch;2;D;15_20;253;;;
3;Pankow;309;Buch;2;D;20_25;291;;;
3;Pankow;309;Buch;2;D;25_30;511;;;
3;Pankow;309;Buch;2;D;30_35;528;;;
3;Pankow;309;Buch;2;D;35_40;485;;;
3;Pankow;309;Buch;2;D;40_45;317;;;
3;Pankow;309;Buch;2;D;45_50;411;;;
3;Pankow;309;Buch;2;D;50_55;523;;;
3;Pankow;309;Buch;2;D;55_60;466;;;
3;Pankow;309;Buch;2;D;60_65;493;;;
3;Pankow;309;Buch;2;D;65_70;448;;;
3;Pankow;309;Buch;2;D;70_75;486;;;
3;Pankow;309;Buch;2;D;75_80;542;;;
3;Pankow;309;Buch;2;D;80_85;328;;;
3;Pankow;309;Buch;2;D;85_90;219;;;
3;Pankow;309;Buch;2;D;90_95;111;;;
3;Pankow;309;Buch;2;D;95_und_alter;37;
3;Pankow;310;Franz�sisch;Buchholz;1;A;00_05;13;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;05_10;19;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;10_15;12;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;15_20;33;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;20_25;33;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;25_30;40;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;30_35;49;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;35_40;64;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;40_45;52;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;45_50;53;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;50_55;22;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;55_60;30;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;60_65;11;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;65_70;9;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;70_75;18;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;75_80;6;;
3;Pankow;310;Franz�sisch;Buchholz;1;A;80_85;3;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;00_05;566;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;05_10;596;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;10_15;493;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;15_20;496;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;20_25;307;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;25_30;448;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;30_35;604;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;35_40;719;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;40_45;595;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;45_50;903;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;50_55;1075;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;55_60;831;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;60_65;611;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;65_70;421;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;70_75;390;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;75_80;412;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;80_85;218;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;85_90;101;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;90_95;18;;
3;Pankow;310;Franz�sisch;Buchholz;1;D;95_und_alter;3
3;Pankow;310;Franz�sisch;Buchholz;2;A;00_05;21;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;05_10;15;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;10_15;13;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;15_20;22;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;20_25;14;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;25_30;43;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;30_35;58;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;35_40;72;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;40_45;66;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;45_50;37;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;50_55;28;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;55_60;18;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;60_65;19;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;65_70;9;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;70_75;3;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;75_80;3;;
3;Pankow;310;Franz�sisch;Buchholz;2;A;80_85;6;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;00_05;545;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;05_10;517;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;10_15;525;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;15_20;469;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;20_25;283;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;25_30;459;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;30_35;716;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;35_40;790;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;40_45;613;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;45_50;876;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;50_55;1034;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;55_60;808;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;60_65;613;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;65_70;499;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;70_75;413;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;75_80;482;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;80_85;305;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;85_90;123;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;90_95;41;;
3;Pankow;310;Franz�sisch;Buchholz;2;D;95_und_alter;9
3;Pankow;311;Niedersch�nhausen;1;A;00_05;56;;;
3;Pankow;311;Niedersch�nhausen;1;A;05_10;46;;;
3;Pankow;311;Niedersch�nhausen;1;A;10_15;35;;;
3;Pankow;311;Niedersch�nhausen;1;A;15_20;62;;;
3;Pankow;311;Niedersch�nhausen;1;A;20_25;147;;;
3;Pankow;311;Niedersch�nhausen;1;A;25_30;174;;;
3;Pankow;311;Niedersch�nhausen;1;A;30_35;146;;;
3;Pankow;311;Niedersch�nhausen;1;A;35_40;131;;;
3;Pankow;311;Niedersch�nhausen;1;A;40_45;107;;;
3;Pankow;311;Niedersch�nhausen;1;A;45_50;96;;;
3;Pankow;311;Niedersch�nhausen;1;A;50_55;82;;;
3;Pankow;311;Niedersch�nhausen;1;A;55_60;44;;;
3;Pankow;311;Niedersch�nhausen;1;A;60_65;28;;;
3;Pankow;311;Niedersch�nhausen;1;A;65_70;7;;;
3;Pankow;311;Niedersch�nhausen;1;A;70_75;10;;;
3;Pankow;311;Niedersch�nhausen;1;A;75_80;4;;;
3;Pankow;311;Niedersch�nhausen;1;A;80_85;9;;;
3;Pankow;311;Niedersch�nhausen;1;D;00_05;797;;;
3;Pankow;311;Niedersch�nhausen;1;D;05_10;872;;;
3;Pankow;311;Niedersch�nhausen;1;D;10_15;800;;;
3;Pankow;311;Niedersch�nhausen;1;D;15_20;675;;;
3;Pankow;311;Niedersch�nhausen;1;D;20_25;412;;;
3;Pankow;311;Niedersch�nhausen;1;D;25_30;643;;;
3;Pankow;311;Niedersch�nhausen;1;D;30_35;853;;;
3;Pankow;311;Niedersch�nhausen;1;D;35_40;952;;;
3;Pankow;311;Niedersch�nhausen;1;D;40_45;953;;;
3;Pankow;311;Niedersch�nhausen;1;D;45_50;1360;;;
3;Pankow;311;Niedersch�nhausen;1;D;50_55;1324;;;
3;Pankow;311;Niedersch�nhausen;1;D;55_60;932;;;
3;Pankow;311;Niedersch�nhausen;1;D;60_65;693;;;
3;Pankow;311;Niedersch�nhausen;1;D;65_70;541;;;
3;Pankow;311;Niedersch�nhausen;1;D;70_75;537;;;
3;Pankow;311;Niedersch�nhausen;1;D;75_80;716;;;
3;Pankow;311;Niedersch�nhausen;1;D;80_85;401;;;
3;Pankow;311;Niedersch�nhausen;1;D;85_90;214;;;
3;Pankow;311;Niedersch�nhausen;1;D;90_95;47;;;
3;Pankow;311;Niedersch�nhausen;1;D;95_und_alter;9;
3;Pankow;311;Niedersch�nhausen;2;A;00_05;54;;;
3;Pankow;311;Niedersch�nhausen;2;A;05_10;49;;;
3;Pankow;311;Niedersch�nhausen;2;A;10_15;25;;;
3;Pankow;311;Niedersch�nhausen;2;A;15_20;105;;;
3;Pankow;311;Niedersch�nhausen;2;A;20_25;163;;;
3;Pankow;311;Niedersch�nhausen;2;A;25_30;141;;;
3;Pankow;311;Niedersch�nhausen;2;A;30_35;150;;;
3;Pankow;311;Niedersch�nhausen;2;A;35_40;126;;;
3;Pankow;311;Niedersch�nhausen;2;A;40_45;106;;;
3;Pankow;311;Niedersch�nhausen;2;A;45_50;60;;;
3;Pankow;311;Niedersch�nhausen;2;A;50_55;54;;;
3;Pankow;311;Niedersch�nhausen;2;A;55_60;28;;;
3;Pankow;311;Niedersch�nhausen;2;A;60_65;15;;;
3;Pankow;311;Niedersch�nhausen;2;A;65_70;19;;;
3;Pankow;311;Niedersch�nhausen;2;A;70_75;6;;;
3;Pankow;311;Niedersch�nhausen;2;A;85_90;3;;;
3;Pankow;311;Niedersch�nhausen;2;A;90_95;3;;;
3;Pankow;311;Niedersch�nhausen;2;A;95_und_alter;3;
3;Pankow;311;Niedersch�nhausen;2;D;00_05;765;;;
3;Pankow;311;Niedersch�nhausen;2;D;05_10;848;;;
3;Pankow;311;Niedersch�nhausen;2;D;10_15;649;;;
3;Pankow;311;Niedersch�nhausen;2;D;15_20;610;;;
3;Pankow;311;Niedersch�nhausen;2;D;20_25;432;;;
3;Pankow;311;Niedersch�nhausen;2;D;25_30;757;;;
3;Pankow;311;Niedersch�nhausen;2;D;30_35;933;;;
3;Pankow;311;Niedersch�nhausen;2;D;35_40;1111;;;
3;Pankow;311;Niedersch�nhausen;2;D;40_45;998;;;
3;Pankow;311;Niedersch�nhausen;2;D;45_50;1342;;;
3;Pankow;311;Niedersch�nhausen;2;D;50_55;1306;;;
3;Pankow;311;Niedersch�nhausen;2;D;55_60;939;;;
3;Pankow;311;Niedersch�nhausen;2;D;60_65;762;;;
3;Pankow;311;Niedersch�nhausen;2;D;65_70;641;;;
3;Pankow;311;Niedersch�nhausen;2;D;70_75;678;;;
3;Pankow;311;Niedersch�nhausen;2;D;75_80;1070;;;
3;Pankow;311;Niedersch�nhausen;2;D;80_85;615;;;
3;Pankow;311;Niedersch�nhausen;2;D;85_90;355;;;
3;Pankow;311;Niedersch�nhausen;2;D;90_95;151;;;
3;Pankow;311;Niedersch�nhausen;2;D;95_und_alter;42;
3;Pankow;312;Rosenthal;1;A;00_05;3;;;
3;Pankow;312;Rosenthal;1;A;05_10;3;;;
3;Pankow;312;Rosenthal;1;A;15_20;18;;;
3;Pankow;312;Rosenthal;1;A;20_25;15;;;
3;Pankow;312;Rosenthal;1;A;25_30;34;;;
3;Pankow;312;Rosenthal;1;A;30_35;19;;;
3;Pankow;312;Rosenthal;1;A;35_40;25;;;
3;Pankow;312;Rosenthal;1;A;40_45;24;;;
3;Pankow;312;Rosenthal;1;A;45_50;28;;;
3;Pankow;312;Rosenthal;1;A;50_55;23;;;
3;Pankow;312;Rosenthal;1;A;55_60;9;;;
3;Pankow;312;Rosenthal;1;A;60_65;15;;;
3;Pankow;312;Rosenthal;1;A;65_70;3;;;
3;Pankow;312;Rosenthal;1;A;70_75;9;;;
3;Pankow;312;Rosenthal;1;A;75_80;6;;;
3;Pankow;312;Rosenthal;1;D;00_05;191;;;
3;Pankow;312;Rosenthal;1;D;05_10;230;;;
3;Pankow;312;Rosenthal;1;D;10_15;261;;;
3;Pankow;312;Rosenthal;1;D;15_20;247;;;
3;Pankow;312;Rosenthal;1;D;20_25;188;;;
3;Pankow;312;Rosenthal;1;D;25_30;172;;;
3;Pankow;312;Rosenthal;1;D;30_35;206;;;
3;Pankow;312;Rosenthal;1;D;35_40;241;;;
3;Pankow;312;Rosenthal;1;D;40_45;228;;;
3;Pankow;312;Rosenthal;1;D;45_50;432;;;
3;Pankow;312;Rosenthal;1;D;50_55;517;;;
3;Pankow;312;Rosenthal;1;D;55_60;371;;;
3;Pankow;312;Rosenthal;1;D;60_65;285;;;
3;Pankow;312;Rosenthal;1;D;65_70;225;;;
3;Pankow;312;Rosenthal;1;D;70_75;204;;;
3;Pankow;312;Rosenthal;1;D;75_80;219;;;
3;Pankow;312;Rosenthal;1;D;80_85;117;;;
3;Pankow;312;Rosenthal;1;D;85_90;31;;;
3;Pankow;312;Rosenthal;1;D;90_95;6;;;
3;Pankow;312;Rosenthal;1;D;95_und_alter;3;
3;Pankow;312;Rosenthal;2;A;05_10;6;;;
3;Pankow;312;Rosenthal;2;A;10_15;3;;;
3;Pankow;312;Rosenthal;2;A;15_20;6;;;
3;Pankow;312;Rosenthal;2;A;20_25;34;;;
3;Pankow;312;Rosenthal;2;A;25_30;21;;;
3;Pankow;312;Rosenthal;2;A;30_35;24;;;
3;Pankow;312;Rosenthal;2;A;35_40;27;;;
3;Pankow;312;Rosenthal;2;A;40_45;36;;;
3;Pankow;312;Rosenthal;2;A;45_50;18;;;
3;Pankow;312;Rosenthal;2;A;50_55;15;;;
3;Pankow;312;Rosenthal;2;A;55_60;20;;;
3;Pankow;312;Rosenthal;2;A;60_65;13;;;
3;Pankow;312;Rosenthal;2;A;65_70;7;;;
3;Pankow;312;Rosenthal;2;A;70_75;15;;;
3;Pankow;312;Rosenthal;2;A;75_80;4;;;
3;Pankow;312;Rosenthal;2;D;00_05;210;;;
3;Pankow;312;Rosenthal;2;D;05_10;238;;;
3;Pankow;312;Rosenthal;2;D;10_15;233;;;
3;Pankow;312;Rosenthal;2;D;15_20;249;;;
3;Pankow;312;Rosenthal;2;D;20_25;129;;;
3;Pankow;312;Rosenthal;2;D;25_30;166;;;
3;Pankow;312;Rosenthal;2;D;30_35;225;;;
3;Pankow;312;Rosenthal;2;D;35_40;244;;;
3;Pankow;312;Rosenthal;2;D;40_45;286;;;
3;Pankow;312;Rosenthal;2;D;45_50;419;;;
3;Pankow;312;Rosenthal;2;D;50_55;513;;;
3;Pankow;312;Rosenthal;2;D;55_60;357;;;
3;Pankow;312;Rosenthal;2;D;60_65;299;;;
3;Pankow;312;Rosenthal;2;D;65_70;261;;;
3;Pankow;312;Rosenthal;2;D;70_75;221;;;
3;Pankow;312;Rosenthal;2;D;75_80;226;;;
3;Pankow;312;Rosenthal;2;D;80_85;124;;;
3;Pankow;312;Rosenthal;2;D;85_90;55;;;
3;Pankow;312;Rosenthal;2;D;90_95;14;;;
3;Pankow;312;Rosenthal;2;D;95_und_alter;3;
3;Pankow;313;Wilhelmsruh;1;A;00_05;16;;;
3;Pankow;313;Wilhelmsruh;1;A;05_10;6;;;
3;Pankow;313;Wilhelmsruh;1;A;10_15;3;;;
3;Pankow;313;Wilhelmsruh;1;A;20_25;30;;;
3;Pankow;313;Wilhelmsruh;1;A;25_30;43;;;
3;Pankow;313;Wilhelmsruh;1;A;30_35;27;;;
3;Pankow;313;Wilhelmsruh;1;A;35_40;24;;;
3;Pankow;313;Wilhelmsruh;1;A;40_45;25;;;
3;Pankow;313;Wilhelmsruh;1;A;45_50;22;;;
3;Pankow;313;Wilhelmsruh;1;A;50_55;17;;;
3;Pankow;313;Wilhelmsruh;1;A;55_60;6;;;
3;Pankow;313;Wilhelmsruh;1;A;60_65;12;;;
3;Pankow;313;Wilhelmsruh;1;A;65_70;3;;;
3;Pankow;313;Wilhelmsruh;1;A;70_75;3;;;
3;Pankow;313;Wilhelmsruh;1;D;00_05;177;;;
3;Pankow;313;Wilhelmsruh;1;D;05_10;164;;;
3;Pankow;313;Wilhelmsruh;1;D;10_15;146;;;
3;Pankow;313;Wilhelmsruh;1;D;15_20;145;;;
3;Pankow;313;Wilhelmsruh;1;D;20_25;99;;;
3;Pankow;313;Wilhelmsruh;1;D;25_30;196;;;
3;Pankow;313;Wilhelmsruh;1;D;30_35;230;;;
3;Pankow;313;Wilhelmsruh;1;D;35_40;216;;;
3;Pankow;313;Wilhelmsruh;1;D;40_45;213;;;
3;Pankow;313;Wilhelmsruh;1;D;45_50;275;;;
3;Pankow;313;Wilhelmsruh;1;D;50_55;312;;;
3;Pankow;313;Wilhelmsruh;1;D;55_60;239;;;
3;Pankow;313;Wilhelmsruh;1;D;60_65;195;;;
3;Pankow;313;Wilhelmsruh;1;D;65_70;171;;;
3;Pankow;313;Wilhelmsruh;1;D;70_75;160;;;
3;Pankow;313;Wilhelmsruh;1;D;75_80;220;;;
3;Pankow;313;Wilhelmsruh;1;D;80_85;118;;;
3;Pankow;313;Wilhelmsruh;1;D;85_90;42;;;
3;Pankow;313;Wilhelmsruh;1;D;90_95;19;;;
3;Pankow;313;Wilhelmsruh;2;A;00_05;9;;;
3;Pankow;313;Wilhelmsruh;2;A;05_10;3;;;
3;Pankow;313;Wilhelmsruh;2;A;10_15;3;;;
3;Pankow;313;Wilhelmsruh;2;A;15_20;8;;;
3;Pankow;313;Wilhelmsruh;2;A;20_25;22;;;
3;Pankow;313;Wilhelmsruh;2;A;25_30;35;;;
3;Pankow;313;Wilhelmsruh;2;A;30_35;21;;;
3;Pankow;313;Wilhelmsruh;2;A;35_40;37;;;
3;Pankow;313;Wilhelmsruh;2;A;40_45;24;;;
3;Pankow;313;Wilhelmsruh;2;A;45_50;9;;;
3;Pankow;313;Wilhelmsruh;2;A;50_55;6;;;
3;Pankow;313;Wilhelmsruh;2;A;55_60;9;;;
3;Pankow;313;Wilhelmsruh;2;A;60_65;3;;;
3;Pankow;313;Wilhelmsruh;2;A;70_75;10;;;
3;Pankow;313;Wilhelmsruh;2;A;75_80;3;;;
3;Pankow;313;Wilhelmsruh;2;D;00_05;163;;;
3;Pankow;313;Wilhelmsruh;2;D;05_10;171;;;
3;Pankow;313;Wilhelmsruh;2;D;10_15;136;;;
3;Pankow;313;Wilhelmsruh;2;D;15_20;150;;;
3;Pankow;313;Wilhelmsruh;2;D;20_25;114;;;
3;Pankow;313;Wilhelmsruh;2;D;25_30;192;;;
3;Pankow;313;Wilhelmsruh;2;D;30_35;235;;;
3;Pankow;313;Wilhelmsruh;2;D;35_40;257;;;
3;Pankow;313;Wilhelmsruh;2;D;40_45;215;;;
3;Pankow;313;Wilhelmsruh;2;D;45_50;304;;;
3;Pankow;313;Wilhelmsruh;2;D;50_55;325;;;
3;Pankow;313;Wilhelmsruh;2;D;55_60;233;;;
3;Pankow;313;Wilhelmsruh;2;D;60_65;220;;;
3;Pankow;313;Wilhelmsruh;2;D;65_70;193;;;
3;Pankow;313;Wilhelmsruh;2;D;70_75;229;;;
3;Pankow;313;Wilhelmsruh;2;D;75_80;310;;;
3;Pankow;313;Wilhelmsruh;2;D;80_85;180;;;
3;Pankow;313;Wilhelmsruh;2;D;85_90;58;;;
3;Pankow;313;Wilhelmsruh;2;D;90_95;37;;;
3;Pankow;313;Wilhelmsruh;2;D;95_und_alter;6;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;00_05;467;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;05_10;424;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;10_15;353;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;15_20;487;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;20_25;1226;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;25_30;1988;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;30_35;2065;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;35_40;1887;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;40_45;1741;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;45_50;1605;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;50_55;1489;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;55_60;1235;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;60_65;979;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;65_70;841;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;70_75;603;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;75_80;418;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;80_85;264;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;85_90;132;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;90_95;44;;;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;A;95_und_alter;38;
4;Charlottenburg-Wilmersdorf;401;Charlottenburg;1;D;00_05;2246;;;
